address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"Danika Residency, RV03-PH02, Grande Vanelim, Colva, Goa, India, 403708 Colva, India – Show map",colva,India,2016-09-01,"","Located in Colva in the Goa Region, this semi-detached villa is 1.9 km from Colva Beach. Guests benefit from balcony. Free WiFi is provided . There is a seating area, a dining area and a kitchen complete with an oven and a microwave. A flat-screen TV with satellite channels is available. The villa offers free private parking on-site The nearest airport is Goa International Airport, 17 km from Rainbow Rentals (Danika Residency).","Parking:Free!
Free private parking is possible on site (reservation is not needed).•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Kitchen:Children's high chair|Dining table|Cleaning products|Stovetop|Oven|Electric kettle|Kitchen|Washing Machine|Microwave|Refrigerator•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•Bathroom:Shower|Walk in shower|Toilet paper|Linen|Additional bathroom|Additional Toilet|Bathroom|Toilet•Living Area:Dining area|Seating Area•Media & Technology:Flat-screen TV|Satellite Channels|DVD Player|TV|Video•Room Amenities:Mosquito net|Fan|Iron|Trash cans|Shallow end|Pool with a view|Drying rack for clothing|Fold-up bed|Clothes rack|Tile/Marble floor|Private entrance|Ironing Facilities•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by stairs only•Outdoors:Outdoor dining area|Outdoor furniture|Outdoor pool (seasonal)|Patio|Balcony|Terrace|Garden•Pool and wellness:Shallow end|Pool with view•Building characteristics:Semi-detached•Transport:Car hire|Bicycle rental•Outdoor & View:Landmark view|Garden view|View•Entertainment and family services:Children television networks|Books, DVDs, music for children•Miscellaneous:Designated smoking area|Air conditioning|Non-smoking throughout|Facilities for disabled guests|Non-smoking rooms•Languages spoken:","","",15.27180723833003,"",73.92993628978729,http://www.booking.com/hotel/in/rainbow-rentals-danika-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1759239,Rainbow Rentals (Danika Residency),213,"",2016-09-01 11:52:38 +0000,25,Deluxe Double Room with Bath,"","","","",http://www.booking.com/,Share,Goa,578135596fa31c6fcd46991aeca746a0,""
"76, Gangadheswarar Koil Street, Purasawalkam, 600084 Chennai, India – Great location -",chennai,India,2016-09-01,"","Located in the Central Chennai district in Chennai, 1.4 km from Government Museum Chennai, Hotel Raaj Bhaavan features air-conditioned rooms and free private parking. Guests can enjoy the on-site restaurant and snack bar. Each room is equipped with a flat-screen TV with satellite channels. Each room is fitted with a private bathroom fitted with a shower. Extras include free toiletries. Hotel Raaj Bhaavan features free WiFi throughout the property. There is a 24-hour front desk at the property. Room service is available. The hotel also offers car hire and a tour desk. Apollo Hospital is 2.3 km from Hotel Raaj Bhaavan, while Spencer Plaza Mall is 2.6 km from the property. Chennai International Airport is 15 km away.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone|Pay-per-view Channels•Food & Drink:Snack bar|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|Concierge service|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Hypoallergenic|Designated smoking area|Air conditioning|Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Soundproof rooms|Safety deposit box|Lift|VIP room facilities|Fan|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service•Languages spoken:",1-star hotel,40,13.083426248112856,"",80.2544205263257,http://www.booking.com/hotel/in/raaj-bhaavan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1759879,Hotel Raaj Bhaavan,204,"",2016-09-01 11:52:38 +0000,45,Budget Double or Twin Room,Hotel Pearl International|Central Guest house|The Mount City,5,6.8,Location:8|Staff:8|Free WiFi:7.5|Cleanliness:7|Facilities:6.5|Comfort:5.5|Value for money:5.5,http://www.booking.com/,Share,Tamil Nadu,92b884d1769630a0c5b6bcf114f9665d,""
"B-89 Agrasen Nagar, Boring Choraha, Jhotwara Behind Hanuman Vatika Marriage Garden, 302012 Jaipur, India – Show map",jaipur,India,2016-09-01,"","Vaishnav Bhawan offers accommodation in Jaipur. You will find babysitting service at the property. The homestay also offers free use of bicycles. Bani Park is 5 km from Vaishnav Bhawan, while Sindhi Camp is 6 km away. Jaipur International Airport is 15 km from the property.","Bathroom:Bath|Shower•Outdoors:Sun terrace|Terrace•Pets:Pets are not allowed.•Activities:Bikes available (free)|Massage•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free public parking is possible at a location nearby (reservation is needed).•Services:Luggage storage|Ticket service|Tour desk|Packed lunches|Currency exchange|Babysitting/child services|Room service•General:Fan","",11,26.943171908764747,"",75.74565298855305,http://www.booking.com/hotel/in/vaishnav-bhawan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1764288,Vaishnav Bhawan,222,"",2016-09-01 11:52:38 +0000,3,Double Room,Atithi Guest House,"","","",http://www.booking.com/,Share,Rajasthan,aaa80837d6f523402a35966504fd1672,""
"",sahāranpur,India,2016-09-01,"","","",3-star hotel,"",29.9561032435759,"",77.6013278961182,http://www.booking.com/hotel/in/royal-residency-saharanpur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Triple Room,"","",4.0,"",http://www.booking.com/,"",Uttar Pradesh,2920623c1a60c8186c003c474af314b2,""
"Harish Premises Co-op. Society, 205/206, S. V. Road, Opp Andheri Railway Station, Andheri West, 400058 Mumbai, India – Show map",mumbai,India,2016-09-01,"","Set in Mumbai, 3 km from ISKCON, Hotel Midtown features free WiFi access and free private parking. Each air-conditioned room has a TV. The private bathroom is equipped with a shower. There is a 24-hour front desk at the property. Services like laundry and dry cleaning are provided. Juhu Beach is 4.6 km from Hotel Midtown, while Mumbai Domestic Terminal 1 is 4.6 km away. The nearest airport is Chhatrapati Shivaji International Mumbai Airport, 5.1 km from Hotel Midtown.","Bathroom:Towels|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:City view•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Cable Channels|Satellite Channels|TV•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Concierge service|ATM/cash machine on site|Luggage storage|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•General:Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Non-smoking throughout|Wake-up service|Lift|Fan|Ironing Facilities|Non-smoking rooms|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:","",39,19.120994690166963,"",72.84447111189365,http://www.booking.com/hotel/in/midtown.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747394,Hotel Midtown,204,"",2016-09-01 11:52:38 +0000,24,Standard Double Room,Hotel Artus Inn|Residency Hotel Fort|Backpacker Panda Appetite,8,7.4,Cleanliness:7.2|Comfort:7.2|Location:7.8|Facilities:7.2|Staff:7.2|Value for money:7.5|Free WiFi:10,http://www.booking.com/,Share,Maharashtra,dd3c3807aa66225e1a28088d1664831e,""
"6, Vidya Nagar, seven hills, Jalna Road, 431005 Chikalthān, India – Show map",chikalthān,India,2016-09-01,"",Angeethi Hotel offers accommodation in Chikalthān. Guests can enjoy the on-site restaurant. Free WiFi is available and free private parking is available on site. Each room is fitted with a private bathroom. You will find a 24-hour front desk at the property. The inn also offers car hire. Aurangabad Airport is 5 km from the property.,"Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet•View:View•Outdoors:Terrace•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Food & Drink:Snack bar|Restaurant (à la carte)|Breakfast in the room|Bar|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Business centre•General:Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Newspapers|Room service•Languages spoken:","",2,19.874688920952824,"",75.35385131835938,http://www.booking.com/hotel/in/angeethi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755999,Angeethi Hotel,218,"",2016-09-01 11:52:38 +0000,27,Budget Double Room,Hotel Preetam Aurangabad,124,6.8,"",http://www.booking.com/,Share,Maharashtra,f953736fca0114ec1d9385573b35c583,""
"No.3, 4th Cross Road, 80 Feet Road, Green Leaf Layout, Behind Barista Coffee Bar Koramangala 4th Block, Karnataka 560095, Koramangala, 560034 Bangalore, India – This neighbourhood is a great choice for travellers interested in nightlife, pubs, and restaurants – Check location Show map",bangalore,India,2016-09-01,"","Located in the Koramangala district in Bangalore, 2.7 km from Forum Mall, Koramangala, Maple Green Suites features a restaurant and free WiFi throughout the property. Free private parking is available on site. Every room at this hotel is air conditioned and features a flat-screen TV. Certain rooms feature a seating area where you can relax. For your comfort, you will find bath robes and slippers. You will find a 24-hour front desk at the property. Services like laundry, dry cleaning are also provided. A terrace and garden are also available. Brigade Road is 5.8 km from MAPLE GREEN SUITES, while Kanteerava Indoor Stadium is 8.6 km away. The nearest airport is Kempegowda International Airport, 47 km from the property. Koramangala is a great choice for travellers interested in nightlife, pubs and restaurants.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Free toiletries|Bathrobe|Hairdryer|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Dressing Room|Extra Long Beds (> 2 metres)•View:View•Outdoors:Balcony|Terrace|Garden•Kitchen:Cleaning products|Refrigerator•Room Amenities:Drying rack for clothing|Fold-up bed|Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Living Area:Fireplace|Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Concierge service|Luggage storage|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Entertainment and family services:Baby safety gates•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Electric blankets|Hypoallergenic|Air conditioning|Allergy-free room|Mosquito net|Wake-up service|Hardwood/Parquet floors|Tile/Marble floor|Soundproofing|Carpeted|Soundproof rooms|Lift|Heating|Fan|Ironing Facilities|Iron|Newspapers|Safety Deposit Box|Room service",2-star hotel,"",12.93513571750648,Koramangala,77.62946158647537,http://www.booking.com/hotel/in/maple-green-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1764252,Maple Green Suites/Deluxe,204,Koramangala,2016-09-01 11:52:38 +0000,20,Classic Premium Double Room,Treebo Golden Pearl Koramangala|Luxtay Suites,77,6.7,"",http://www.booking.com/,Share,Karnataka,e4c4ca1dfe5e1a3c1ec290d7235f0677,Koramangala
"",alleppey,India,2016-09-01,"","","",4-star hotel,"",9.51255097733777,"",76.3656462728977,http://www.booking.com/hotel/in/spice-coast-cruises.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Superior Double Room with Balcony,"","",8.0,"",http://www.booking.com/,"",Kerala,f6d59668a9ec5fb3494f8a66ea4a77b5,""
"",shirdi,India,2016-09-01,"","","",2-star hotel,"",19.7763677423638,"",74.486111641454,http://www.booking.com/hotel/in/bandhan-shirdi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Room,"","",8.1,"",http://www.booking.com/,"",Maharashtra,817dd47b947a4ef5c9515846c4dca12a,""
"",nāthdwāra,India,2016-09-01,"","","",4-star hotel,"",24.9154526235866,"",73.7313757208328,http://www.booking.com/hotel/in/vallabh-darshan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Room,"","",9.1,"",http://www.booking.com/,"",Rajasthan,c2dfcb8e02fd266072646f23bcaff574,""
